,mRNA,methylation,miRNA,VCDN
0,0.09218765050172806,0.09609947353601456,0.039966512471437454,0.34151947498321533
1,1.9510138034820557,1.2825474739074707,0.03611331433057785,0.3297196626663208
2,0.22154496610164642,0.16852021217346191,0.03324886038899422,0.3229888081550598
3,0.15572865307331085,0.10977418720722198,0.03193057328462601,0.3226862847805023
4,0.377689003944397,0.2596433460712433,0.031246500089764595,0.3223411738872528
5,0.2411613166332245,0.17233896255493164,0.030852826312184334,0.322538286447525
6,0.06937863677740097,0.054257288575172424,0.030403461307287216,0.32241424918174744
7,0.08057454228401184,0.06475397199392319,0.029748698696494102,0.32288721203804016
8,0.1821637749671936,0.1321159303188324,0.02932734414935112,0.32202503085136414
9,0.16626395285129547,0.11159341037273407,0.028123650699853897,0.32171207666397095
10,0.08670594543218613,0.05823427438735962,0.027526555582880974,0.3216099739074707
11,0.04464420676231384,0.03771211579442024,0.02680477686226368,0.32153889536857605
12,0.04667368158698082,0.04721888527274132,0.026173628866672516,0.32191920280456543
13,0.07071797549724579,0.06377728283405304,0.0255014356225729,0.32185330986976624
14,0.0790870413184166,0.06290490180253983,0.025349732488393784,0.3217046558856964
15,0.06764096766710281,0.05002400279045105,0.0248381569981575,0.32134684920310974
16,0.048397623002529144,0.036014288663864136,0.024591557681560516,0.32127779722213745
17,0.03803940489888191,0.03394352272152901,0.024030858650803566,0.3210742175579071
18,0.039003029465675354,0.039172425866127014,0.02380691096186638,0.3204836845397949
19,0.04634025692939758,0.04395530745387077,0.023200972005724907,0.3201036751270294
20,0.05342414230108261,0.04486733302474022,0.022867301478981972,0.31983309984207153
21,0.05187292397022247,0.03843851387500763,0.022187039256095886,0.31946101784706116
22,0.04456739500164986,0.033417996019124985,0.02214023843407631,0.318964421749115
23,0.03771146014332771,0.03093724511563778,0.021550768986344337,0.31889185309410095
24,0.034692730754613876,0.03141587972640991,0.02142876759171486,0.3183954954147339
25,0.03553767502307892,0.032998599112033844,0.020704783499240875,0.31818845868110657
26,0.037767086178064346,0.034242209047079086,0.0204775333404541,0.31763023138046265
27,0.03921782970428467,0.03366383537650108,0.020391568541526794,0.3171626627445221
28,0.03774269297719002,0.03170022740960121,0.020144904032349586,0.3163982629776001
29,0.03531273826956749,0.028883788734674454,0.019722415134310722,0.3159506022930145
30,0.032359447330236435,0.028138620778918266,0.01924159936606884,0.3150256872177124
31,0.030277401208877563,0.02787158079445362,0.018916521221399307,0.31466034054756165
32,0.03142436966300011,0.02826106734573841,0.018835479393601418,0.3140263557434082
33,0.032312553375959396,0.02875697612762451,0.018341396003961563,0.3132857382297516
