index,mRNA,methylation,miRNA,mRNA-mRNA,meth-meth,miRNA-miRNA,VCDN
0,0.12278599292039871,0.22103282809257507,0.07155069708824158,0.10742802172899246,0.06412751972675323,0.06523497402667999,0.5528349876403809
1,0.041606854647397995,0.08946745842695236,0.032874420285224915,30808.96484375,76474.9375,4632.763671875,0.5404978394508362
2,0.04628601670265198,0.11346430331468582,0.04352674260735512,1791462.875,4467330.5,162584.3125,0.26475897431373596
3,0.05398093909025192,0.10418324917554855,0.045683104544878006,129231.3046875,244532.4375,13223.3076171875,0.9153656959533691
4,0.04697676748037338,0.07818572968244553,0.03605564311146736,29713.224609375,54539.265625,3142.84765625,5.483805179595947
5,0.03436217084527016,0.05781470239162445,0.02916470356285572,47920.91015625,97759.0703125,3353.666015625,14.4475736618042
6,0.02846643701195717,0.04641416296362877,0.026290373876690865,36736.72265625,56893.328125,1990.7618408203125,7.506021499633789
7,0.026787076145410538,0.04638795927166939,0.028883319348096848,17728.025390625,17466.423828125,1687.2750244140625,0.4894583225250244
8,0.03020615130662918,0.044321805238723755,0.029049020260572433,9448.8544921875,31835.62109375,1709.146240234375,0.5488095879554749
9,0.030976781621575356,0.04188336804509163,0.02955818548798561,31911.951171875,77850.578125,2217.49853515625,0.41707557439804077
10,0.029753925278782845,0.041155166923999786,0.028016850352287292,32910.03515625,26864.7890625,3003.758544921875,8.50031852722168
11,0.026718996465206146,0.037950821220874786,0.026572909206151962,15331.30078125,23100.28125,691.8326416015625,9.683005332946777
12,0.024103498086333275,0.0344819612801075,0.024610044434666634,6967.09130859375,50124.83984375,978.4927368164062,10.638693809509277
13,0.022878235206007957,0.03146540746092796,0.02292804978787899,11933.880859375,46660.6484375,1001.5397338867188,13.482414245605469
14,0.021355902776122093,0.029380090534687042,0.022612763568758965,25244.55078125,3669.891357421875,1665.2537841796875,3.669045925140381
15,0.020765390247106552,0.028721947222948074,0.022465672343969345,11999.5478515625,18928.234375,1194.0274658203125,2.486976146697998
16,0.021376853808760643,0.027574896812438965,0.023176493123173714,4366.74365234375,38866.98046875,236.29296875,1.9891787767410278
17,0.021123545244336128,0.027031434699892998,0.02235141210258007,3685.411865234375,19452.5546875,555.7616577148438,1.518918752670288
18,0.02076468989253044,0.026855194941163063,0.02204444259405136,14107.658203125,3791.330078125,736.7966918945312,1.3293672800064087
19,0.021066127344965935,0.0270200427621603,0.02169742062687874,11457.8955078125,27901.330078125,1078.5179443359375,0.4955650866031647
20,0.02034912258386612,0.026257231831550598,0.020931227132678032,5714.51318359375,22983.83984375,622.6743774414062,4.839122772216797
21,0.019041594117879868,0.0257125124335289,0.020343787968158722,1019.6751708984375,952.0464477539062,155.13385009765625,5.03259801864624
22,0.01924440823495388,0.025107700377702713,0.019921835511922836,6724.25927734375,14903.671875,402.0289001464844,2.0429365634918213
23,0.01893896609544754,0.024155182763934135,0.019514698535203934,8399.2001953125,20442.09765625,456.74493408203125,3.400486707687378
24,0.018890317529439926,0.023395361378788948,0.01980782113969326,4814.880859375,4363.7451171875,707.0146484375,4.596193790435791
25,0.018976012244820595,0.02283102087676525,0.019342435523867607,617.595947265625,5912.02392578125,161.13063049316406,1.9303076267242432
26,0.01882702112197876,0.02285916917026043,0.0193482656031847,2769.210205078125,16921.625,202.744384765625,2.669651985168457
27,0.018805786967277527,0.022808311507105827,0.019214889034628868,5575.52001953125,5731.291015625,208.59170532226562,0.7009466290473938
28,0.018324218690395355,0.0224952083081007,0.018798939883708954,4048.493408203125,2802.441162109375,395.7855224609375,0.7025079131126404
29,0.017770247533917427,0.022817270830273628,0.01831166073679924,1339.20849609375,12197.34765625,347.7945861816406,1.2041187286376953
30,0.017389724031090736,0.022335423156619072,0.018624281510710716,693.6220703125,5666.673828125,82.12434387207031,5.636549472808838
31,0.017756324261426926,0.022509915754199028,0.018002547323703766,3310.727294921875,1597.27880859375,138.48590087890625,5.8194475173950195
32,0.017607538029551506,0.0216724444180727,0.018027327954769135,3105.07861328125,7864.98291015625,132.28018188476562,1.837931752204895
33,0.017779359593987465,0.022212406620383263,0.01781758852303028,1506.13720703125,5976.78271484375,281.392578125,14.628175735473633
34,0.017434842884540558,0.02169272117316723,0.0176768247038126,192.0963592529297,1472.727783203125,137.67112731933594,0.6525745987892151
35,0.01730121299624443,0.021262647584080696,0.017680389806628227,1711.723876953125,5708.638671875,71.72552490234375,1.8354812860488892
36,0.017701447010040283,0.020880769938230515,0.01750347577035427,2120.735595703125,6083.54736328125,68.89142608642578,1.049768328666687
37,0.017574166879057884,0.021068261936306953,0.017661286517977715,1579.4005126953125,1782.946044921875,126.39244842529297,0.5733067989349365
38,0.017154954373836517,0.020775459706783295,0.01743844337761402,112.50292205810547,4958.52978515625,166.8251495361328,2.0979082584381104
39,0.016868138685822487,0.020757080987095833,0.017203014343976974,764.3374633789062,6365.38232421875,58.48038101196289,3.3091671466827393
40,0.0170353464782238,0.020776228979229927,0.01657175086438656,1307.825439453125,3649.291259765625,58.550079345703125,0.9675768613815308
41,0.016846146434545517,0.020545249804854393,0.016797734424471855,1323.9969482421875,5782.0634765625,40.7846565246582,1.3794821500778198
42,0.016787521541118622,0.020340368151664734,0.016704458743333817,281.941162109375,6699.1337890625,100.01051330566406,0.5820214152336121
43,0.01699698530137539,0.020278019830584526,0.016536355018615723,331.8209533691406,3606.04248046875,86.74566650390625,2.048610210418701
44,0.016945423558354378,0.019900251179933548,0.01660913974046707,685.5213623046875,2627.363037109375,31.37547492980957,3.2009077072143555
45,0.016507763415575027,0.020182214677333832,0.01664068177342415,995.7200927734375,2862.57666015625,36.486473083496094,1.2726467847824097
46,0.01667892001569271,0.020016254857182503,0.016248250380158424,381.78521728515625,1095.25341796875,39.21660614013672,0.5339643955230713
47,0.016248414292931557,0.01980130933225155,0.016353430226445198,173.50440979003906,1596.7900390625,70.72494506835938,0.47714805603027344
48,0.01671009324491024,0.01945355348289013,0.016234666109085083,327.87481689453125,4248.68896484375,43.2519645690918,2.3172006607055664
49,0.01634308509528637,0.019410450011491776,0.016072802245616913,668.9266357421875,4831.10205078125,25.411935806274414,2.7630677223205566
