,mRNA,methylation,miRNA,VCDN
0,0.16055254638195038,0.14709478616714478,0.04392170533537865,0.3257147967815399
1,0.09183569252490997,0.10240833461284637,0.04258717969059944,0.32704153656959534
2,0.11671144515275955,0.11841724812984467,0.042069852352142334,0.326458215713501
3,0.11095904558897018,0.10892517864704132,0.0412231907248497,0.32578256726264954
4,0.08984306454658508,0.08689229935407639,0.040765710175037384,0.3240850269794464
5,0.07497959583997726,0.07501829415559769,0.04044973477721214,0.3235335648059845
6,0.07387544214725494,0.07741855084896088,0.03996376693248749,0.32333627343177795
7,0.07647879421710968,0.07710151374340057,0.0389564149081707,0.3231143057346344
8,0.0743526816368103,0.07042273133993149,0.03869921714067459,0.3234621286392212
9,0.0683651939034462,0.06408283114433289,0.038294706493616104,0.32313457131385803
10,0.06109416484832764,0.05712796747684479,0.03788933530449867,0.3230915367603302
11,0.05708087980747223,0.05267023295164108,0.037957895547151566,0.32387852668762207
12,0.0540122464299202,0.05431273207068443,0.037491582334041595,0.32379281520843506
13,0.051916006952524185,0.05208217725157738,0.03710637614130974,0.3241298198699951
14,0.05195313319563866,0.04988398030400276,0.03709876909852028,0.3236987888813019
15,0.05166015028953552,0.04935693368315697,0.03630543872714043,0.32373347878456116
16,0.04849299415946007,0.046068377792835236,0.03616911545395851,0.32330748438835144
17,0.04594684764742851,0.043226778507232666,0.036225758492946625,0.3233940601348877
18,0.04317363724112511,0.04198034480214119,0.035689014941453934,0.3230566382408142
19,0.04095873981714249,0.039729367941617966,0.03539752960205078,0.3231194317340851
20,0.04018986597657204,0.03940785676240921,0.035604365170001984,0.32281845808029175
21,0.03892035782337189,0.03976383060216904,0.03537384048104286,0.3228021264076233
22,0.040289606899023056,0.039375703781843185,0.03507259115576744,0.3227115869522095
23,0.03991111367940903,0.037599433213472366,0.03474576398730278,0.32267090678215027
24,0.0383838415145874,0.03730223327875137,0.03476487472653389,0.32255810499191284
25,0.03684457391500473,0.03578243777155876,0.03426990658044815,0.32275640964508057
26,0.03612210974097252,0.03474768251180649,0.03436926752328873,0.32287296652793884
27,0.036445412784814835,0.03475382551550865,0.03481719642877579,0.3227066695690155
28,0.03556950390338898,0.03485748544335365,0.034341659396886826,0.3227778971195221
29,0.035552043467760086,0.032929785549640656,0.03443685919046402,0.32273343205451965
30,0.03407604992389679,0.033597495406866074,0.034134116023778915,0.3226413130760193
